Product,Subtitle,Price,Shipping_Cost,Shipping_Country,Rating,Bids,Bid_Time_Left,Product_Url
Dell Inspiron 5558/Core I3-4030u 1.90ghz/4gb/1TB/Windows 10 Home/Webcam/BT/15.6,Refurbished · Dell · 1 TB,$236.86,+$101.10 ,United States,,,,https://www.ebay.com/itm/154567402118?hash=item23fcef6286:g:yEMAAOSwHxJhFbkl
Dell Inspiron 518/Core2Duo Q9505 2.83ghz/8gb/250gb/Windows 10 Pro/BT/N wifi/,Refurbished · Dell · 250 GB,$230.75,Shipping not specified,United States,,,,https://www.ebay.com/itm/154435057918?hash=item23f50bf8fe:g:e1AAAOSwVKRgjKYT
"Dell Inspiron E1405 14.1"" Laptop for Parts/Repair Boots NO HDD/RAM/Charger JR",Parts Only · Dell,$40.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324802076829?hash=item4b9fb6609d:g:SfUAAOSw10ZhTglR
Defective Dell 7440 Laptop NO RAM NO HD NO Accessories [FOR PARTS ONLY],Parts Only · Dell,$124.99,+$136.95 ,United States,,,,https://www.ebay.com/itm/154779547670?hash=item2409947816:g:r98AAOSwKSRh041T
DELL LATTITUDE D600 Laptop PC FOR PARTS,Parts Only · Dell,$79.00,+$49.00 ,United States,,,,https://www.ebay.com/itm/294393502406?hash=item448b385ac6:g:qroAAOSwuHthPuH4
DELL Inspiron 1545 Laptop BOOTS to BIOS NO HDD/RAM/Charger JR,Parts Only · Dell,$55.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324974660821?hash=item4ba9ffccd5:g:K3wAAOSwrUNh01Qy
"The Story of Jim Henson, Creator of the Muppets (Dell Yearling Biographies)",by Stephanie St. Pierre | PB | VeryGood,$4.09,+$6.75 ,United States,,,,https://www.ebay.com/itm/144090819048?epid=1493114&_trkparms=ispr%3D1&hash=item218c7b69e8:g:bD0AAOSwJfVeUo9O&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS9d9gBrkNbRQtRn8MVXnYkkD0piw173SUudEVdvOy%252BjZ8J65EcdT5EjN06wJsSfW0Tx%252FsCdkoBlirtr8IHxtCRJd6K3lcTyzGHasDIbCRz23%252FBCiNKnPzSXvdB0RzsgMuOamoXg9f3HKxKh1N4wUkChFx41Dzezp2Vm0AhT00V%252BsfQwuZ%252Fb4zM8tmnHe0m%252BE7d%252FWDvjD3XPZdvb6MfGaTjHzGrxhP7DrDXBNnKWZWQlPVMQmJalkLQPepKK74K9EhFTSQ9TmkpRZbCuoPzHdKJ%252FRizl0g%252B2%252FWbLAJw%252Bb9SYYR8ZNYk76AylTrsVdXtVdqq8zTSELICSueq47CT0F3wG5ZVJSivn16IoieCGuqiHFF%252FfCR7IQ9K2A4YTqK%252Bn8ojyZgWCuDLsOxIGQzNYFAtB67xH7x7pcvxf%252BHK6b87s2MUsDRcz1nwAg5wgy4n%252F7a%252F7%252BRXdidlYLwflGbQbOZWQcD7eZDu51uXxrE74sieFuf4FSVlFSZ9F6mNgbvdOfMj%252BdNhQLLDoNZSl0%252FTpozIppbtehcVt7sTzR8iKbUsLrYjG59pKeIc4bGQAZfIUj9%252BmoPV3gBUlULY%252FTJtOXmm1ncZPJ8kFQ%252BW0T2muVAW2DZMkybolueuyC1%252FgLMoP7Grh%252B07rD3BH1EiQjC%252BCTj2lGiBIVsL%252Bn4VliSdhZ0IdPv6xcu7Fwdollr36VWP%252BDrFk7mFrgcCMzl4RezGBKdE6b7X7zGejOMXKQxIR0O7NABr4hYoTGfQwmwkI1ze%252FbhBMXYHXKcEh3jwOAfd60MO6PXzU%252Bm7h2AiAETPb9Ac2eFfq2N1j%252Fxx1X%252BADzBFLLR%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Dell Sports Magazine Bill Bradley Lew Alcindor January 1968 043015R2,Pre-Owned,$14.99,+$26.99 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/391130237177?_trkparms=ispr%3D1&hash=item5b112dc8f9:g:kYoAAOSwrklVQp31&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSU8qUIAeVPdz29zRlje3Lg08fm%252F%252FqJf2AdpYNjIh5k8Xkg9IqbRNJvJVvbSKhZWVZldkuhXp6DWZNVXlO3pT3Gw9qAmOQEnRMYX4W8nokOXNjw0SizarV0lWFQo3cp4fMyzJpZC5ku241Wm1nXf5slA13yUnKw5d0Pkl0XDEESmgUkha%252FM6GLAL8CQMUcqtJbAsaSrSsbAyNMBsqTLjzSDr22COkQ6NSjD%252B8xeuSOsOVvdBD%252BhIfkumAE6dX0DfUx7UrE67VTNHqAa%252BvEb1j2sPQJjTii79yKLX0VCSFATun4QuYg1Yyl3pLsjb5K%252FcTB0nTCrJRHhlsTWkxOKtEjti2kGe%252BnL9XpsQJ1b1Dy4yu6fXp1FV2hd%252FvL5DMT93EjIfDlYipVv7Qf6O7sxKGrsvhRaiaBbhO%252FlpioTP8YZ6wk%252BH2xLJoswuYIQNd6Qhbq9gtp64wy1A%252BVJGt9g%252F2RtP8Eu4yupjNPlfqoCVLkJ%252F5m1a%252Fj1IQTRszALDaK6QyVp8wH5hjhj3tYU18rrTLYc9n9gFl5gTf%252BPSgUG750NZ3pgvcl1QVcFlHz%252FAuNfP7%252FehbD1kvF8KSjmRZ30%252BCTWlo1okxdsAHyByFKkKiVbQqRJmam9BTGM%252BaoU5dSFI419iNrnmezMueORXI08sP2SXZ2%252BIMIcYW3%252BdHszijbvTEC9s%252FH3agyYdaGhKXtBAGbPEqRf10BGgR%252B6fjeuYz9cdycXzPaq8D5wUVYCFMsXYwijLjaE%252B1nunmwOmH8n2vYnwMa92XTquHs3XGX5Q965Q4ecDtmjPlZXdC3C0JLVaqXgEhFnN6A%252FEPIPAL0HBBh%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Dell Horoscope December 1995 JFK Jr 071219DBE,Pre-Owned,$23.66,+$28.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/383662497509?_trkparms=ispr%3D1&hash=item5954111ee5:g:BPAAAOSwPl1dKNPo&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8RhlMinyj1EpcPr7f5gWrcilQ7i7lIzGUw6rza9ESz81OYIy7CnzoS%252FR4r4b3mC32ssg10D60nKO9MvLioNAnD0RlTnPKDFq1XmEesnsDJQPaP1UiHj%252BYJk4Ix4GZggpXPEwcZ68PZr%252BLWPtNG9WBTW6IylbQoDiER%252BqZgtODSiMJK8lCxfVSKC0Y%252F0eQd8YMrBQxRXnUP86pdVqGfcU1PaQZUpwV52F4XcO%252Fwy3NgYSsIuvIOrFCnuIyWDFa1B2Q63MouahPlApxnDZKZh8BlYE8hZz7QonHjjCsORGwGjNhnpcU7jGcJJTGbtd1qC2R%252BgvrPsnJmxjbIhCyIYRgKXPLkQu2gmokME0fWQUAa968ImhiXD5Cu5QfoTTGooOPGthsQgWp8noXxGZ1Svlqk3a1%252F8MPlUGasmIhYtJAY93GG%252B%252FIyBCRotLGKS0M63gI4UnaOz1%252BGLiPOgwFsvNHkUO5CGEiURI%252BqLbeFFtXRnw3FXHs1BsZLzJOoqo6tid2CQDtb7qZf7r71mgWHxRdNgVfHZ9hYLppZRMbprEt8azfVJRhdVhcYfCX%252Fri%252BE5nJMaLFQZL%252B5IIvoitZEy7qUKe%252FR5blz9h4WkujBgwGW7yRx3yhNSfTa%252Bs1fVw7PylkU2fmMUvRIq6GLM4P4BXiu7J4DI1wSK%252BGqvEPI1qsjTX2adV7dE2sKNeVd%252FUeaLPydSwYlhcsslDq0SiT2ZHHkSGDsa9E%252Fyk7dT%252FgHyznUq%252Brb7up1R3%252B%252BYaU%252BwwqgmHFRLh%252BRkrRWNobcBkqhNli4FMvVyWREkddpYNEiQqFYkmE%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Dell Latitude D510 15'' Notebook - Parts/Repair AS IS,Parts Only · Dell,$17.95,+$83.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/284154086855?hash=item4228e745c7:g:eLcAAOSw4q1gB6ch
Dell Inspiron 5100 Laptop For Parts Not Working,Parts Only · Dell,$19.99,+$86.50 ,United States,,,,https://www.ebay.com/itm/133895608765?hash=item1f2cccd9bd:g:660AAOSwj-JhVNa3
Dell Inspiron 1520 Laptop Intel Core 2 Duo Boots to BIOS NO HDD/Charger JR,Parts Only · Dell,$26.00,+$257.49 ,United States,Previous Price,,,https://www.ebay.com/itm/324937982608?hash=item4ba7d02290:g:hRoAAOSw23hht0f5
"Dell Latitude E5570 15.6"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B",Refurbished · Dell · 256 GB,$349.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403160463739?hash=item5dde3c797b:g:eZEAAOSwKARhQNgE
"Dell Latitude 7280 12.5"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty",Refurbished · Dell · 256 GB,$294.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194202148426?hash=item2d37599e4a:g:nD0AAOSwRpdgx72Z
"Dell Latitude 5580 15.6"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty",Refurbished · Dell · 256 GB,$379.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194425331212?hash=item2d44a71e0c:g:hBYAAOSwefphYJBA
"Dell Latitude E5470 14"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.CA",Refurbished · Dell · 256 GB,$299.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403341883863?hash=item5de90cb9d7:g:hM8AAOSwEp1hr5wi
"Dell Latitude E5450 14"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Home 1 Y Wty B",Refurbished · Dell · 256 GB,$259.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194496440354?hash=item2d48e42822:g:uNcAAOSwjn1hiZQ6
Sari Harraar THE DUCKS OF DINGLE DELL AND OTHER STORIES,,$40.45,+$38.95 ,United States,Previous Price,,,https://www.ebay.com/itm/363669277037?_trkparms=ispr%3D1&hash=item54ac60c96d:g:hCoAAOSwwGxhyNUC&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS5%252FLJbfonbQUYd49AU1AJY4KLhvDL5uuzQhBdMyJIqioOnzSZErcQ8GO1uxkR%252BaS1%252BCU2p9Bu7Dka4zTng4C8OumgNnv7B5g6OrRVV2f5Heuoe3UJAafjBVI5Kt071V0wYiyiHmb9Cud44yKpq3RP%252FWOGeVt27OKgN02vEIFoAxHQnV3zhkH0GkGoCbTViGMwST%252BQdBpG5SASpNrmLTSJhz0IdR%252FWdBj9ARJ9aIIlPN1ATZYKX%252BeMeRhVqShqmRTMRWbRAYz9kFf%252F1IhcUponQxT3r9zOHvuP1IePzpRMz9Lgellg09mBV4%252F%252F1UpBJrlZI5J9OD73nLKB2tj7NhS7Sacb48xpa1wUdbSHxak9b4ASTLxyNoM7SJCrhxOCJwe5J53fuU2%252BhjpHNLN%252BQ%252B4aAgG%252BCZaWdIq121XbwXEqOr2TQh0yjyTrBCH2rk7c%252FikgqKSg0zHzkBtDJJIOeb0%252FIQRW6rr%252FoRZ3hTABqsVH56oR8ZQ%252FqSZVum1XLS8tlHUzIN%252BfCnNe0SIT%252Bb%252BqMV85zVu7gwnRbEgfVEfulX%252Fq8teR6kZ6ESRj8InrjaZet3q2UAspouzqGHaD7U0sYAVrXKrLrGnHn6lDs7HT7HQoeeAIDvEGZbWlLSjeEAv5xcHeu%252Bn2crZD8NQ3yGHlmWBhUZfL0ZlsS5P48WzADTfNbZtfLjNbhAUiIAZof3gq3A2r4OkhkBDORrsKuHdYzaltREK6DUPFZ7MNiiA8gVdmbm7E9AByS8xVtJIye1lZDwRSoVofC7E9oKxstHJTxk8H5%252FfSySjZ%252BcEZISAjfJD%252BWmp0h%252FqhFgYc2CxlXB9XW3Sz%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
DELL WH558 QLOGIC Dual Port QLA2322 HBA PCI-X,Refurbished,$25.00,+$296.17 ,United States,,,,https://www.ebay.com/itm/293171207117?epid=150020268&_trkparms=ispr%3D1&hash=item44425d9bcd:g:RbkAAOSwzYNdQGIx&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252Fwocn770hnih0B3mVHNZ5BykmL8ZYH%252FchoFHpSloqNUBejo7%252Bt6n33vZG8C8o4cv9bi3o5QIu9K6I7xVJ%252BoOYxbXP7gWrjsYq1h9ODNIQiKdms0mIEVGXnztei42VH29L2dp17ymsPs4PERc1xDfYF%252FiOv2oCrVx4mjONaNKes1fevQskKFw%252FfZSr9DhP0NldOE3ner6rKAVQ1iVjaEcHKOqwIKD84GvoYA24wgp2gZx1Tx%252F4knyg8JqHPFTFPWHbfmehbuDOa8GjJ76q%252BjhSwnWzcR9n3ixgPlHTchw%252BlLLExbKzVl%252FGSoF5aLEpdzBapXKAlf1zZ5aazH5PCXUJ09UPqZ1N%252Bn1WdjGVybaJWHcjRJoOieeYqtjJvQw11qwcDrvbPZTj0Un5QbztW4ugn4fS%252F5%252FhELe6gS3VoBJJwXU5jug4Ea3upmi%252Bhy6WWQ%252Frf%252FliSzLu76UChNZFxlwe9%252FnJycM%252BjUx5carprXkLiJjAMLb%252F1XDCDlaDC33n5PUCUQyrAMdjpi7E7NvqioP0qbVQ6MOP5lHaYsmYEWGkFE0J%252FGoWgyTqxdKdUpjzXo8BNdXZu7uYWZbxtAQvTM0DmrthBipY5f3SWkEVORQq5NimyDYi%252B2iR8g0J0CNTRHCfLLJ2KbO9j6TFSjUZJiurpWMrEED8DZOLp6%252BrrcRzZssGfw%252Fu53SZXMZcJdUpgjaqRTpgLzPalwVUsGID10vesNA3xi%252FFIut2tV4qHekZBC5x0jVzV7%252ByP%252BcGvXfuXXSjGGBwFS0U06dlLRf%252BH%252BELPJMz8dnKVPSzuNeCUQS1PPoz4aVrJoLrrnXoMfcBLRd%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Dell Latitude E6420 ATG E6320 E6420 Precision M6600 Laptop Drive No Bezel CV3FJ,Pre-Owned,$16.35,+$26.50 ,United States,,,,https://www.ebay.com/itm/373568291015?epid=756836877&_trkparms=ispr%3D1&hash=item56fa67c0c7:g:eGgAAOSwIepgkloB&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSafTQYbq3L7RBVAMi0K9cww0Ft8HslKX15wrqJzLsRvrzUEypGg5XfqXyYkyhvillenauCWTcz9il43WcwMbvRUVG%252B6Wrd31MlOSvkJkvLxxcPdxBfXUiuQKtehr4qUq%252BaNVJG8hXUFKnCpcwuIY5KL9c4Flm3oulgrdsfTsZYSmrxZyQo%252BscTjJKCarCSB0%252FlQMX6WGhPYH80MPi%252FtTcPjESwJTY%252BwQh69uy78eQkiiKnSoTI0E7bypX5T6ySMj7gE0XSg%252B0dE%252Bz5ycvJkbJuZAWaz%252F6MvzDT4JDneZtIADs4S785VDjor6dAyX9693HC4J6xaa7wVtYtypnB9dVNUKQ4vUF4XG0xHS1qGHYQV%252FjpL%252B21QtD%252BLK8g2t3KT76WXJI5lwvlUEClw9NTyJ%252BCW33Mn%252B69OrExsujx81srEAq3pMD4jGmvE6CROgzrUirBPpzBkLk2xAt%252BKl3rhPkVWab5czKMbijcKh4wp8cP7bAV7sVDA1t99MCZKlJ1kIB7%252F0ZvsDiJZUzhrc5ZVzdr2rhopsoGgt%252FLNRNbtxlCDtd8YcAY3YjecFLM8DuyWakjpJYMIrzv7s7K3p5V%252BNd6zZJEYPUvCT4XCW5Uzq15moyWakHkKV8C5MTkU3M1kGS4sh4WuUY5ygxEi988ToUFr3TEMKhYsbeyk%252F%252BJcApZsZOESIxQBnBUlrj3zUc8qyYPfn7ndy6%252F885NnE67V6dp41maOml7sDHVBIptkG5mMTyf4HZbI5fJVgnOxtcvR691uVxI%252F%252BEBCKsuT4KDsp90osbPhh17gclAp%252FlV8boaeNey2NU8r1LBFxFMnME9ers%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Dell Sports Magazine November 1960 Charlie Conerly and Don Meredith No Label,Pre-Owned,$13.45,+$25.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/294365674089?_trkparms=ispr%3D1&hash=item44898fba69:g:kwMAAOSwdq5hK~7x&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252Fwocn770hnih0B3mVHNZ5Aasa%252BhfXz3%252FTLvTpNDW7WnhHkuxyq1QY3qIVwy7kT1380z9QqoZGGRgN89%252FUSk48mJghSUGc2Yu4GuKteogOZ%252B4dbPBtV82SJQG%252BeA2Cwz7mDZ1wcFwdifsJMv1ePC8zPCjZKdP9cvV4mYhNKj9%252Fvz2JFUeuhU0xK8cKC3RdCd0jHQMnBs6YOUJ3PNKJDk4T6L8SA3PvaDDR6mspk%252BOUdQN2iW50%252BMcrjjVGVvvMVJoNOWMvinFZhFtN4QSnR1qg4buNPnOpdgEz%252Ft7nzD1l6Fkv2Hg%252BcSufj09HZm3ZgPEa0YwUn26mQHosqj3beinuby92ScRft%252Bmf1OKU4na7fIpP2%252FOEYHigw51Jfa6eLgZ3e3ZU0fTmchRsyekQvqu7c%252FPtK2ul%252B6OVN7C9KTYznm%252Fvre7oK%252BI3TRh8iio4aJowSqzcoGgSuNCVe3a%252Bh%252FJO4tbcH%252FlSgZbvjiPv0OxOOkv2vxgNXXnPYSEDVaIj2xm1fgxOaJ1XLzB%252FQyzuH%252FP2CiqknDtLt94Gi4LZqTHlLxibJsmixbJHjNajDVS1VkGrD44wqtFGT3GWfMK7xe3H1EOC1hzcVJmdPfNY9V%252FIsrosPjt42VhrM2kVCKIvD60Rkp8yYHlXJsDqU3IxO27Wo%252BBUKufN%252BeVOEGPjK0IQaAjKkEYqNZYZynW6aGCJKVnSCkaL4iRtC7FGZP7ElFauep%252Bw%252BHQ7VXrmn8UK5AFbnaY1hnajksVl2fSQAt%252BbU2qkiCC73bX5wh8CEHEIaLiJdakvry4nYnm%252BZcPbDvDm%252F7QaSda%252BX6P4E57uKt7QOUc%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Dell Inspiron PP10S 2200 Intel Pentium M 0GDG 512MB DDR RAM 333MHz NO HDD READ!,Parts Only · Dell,$14.90,+$94.39 ,United States,,,,https://www.ebay.com/itm/283685142686?hash=item420cf3c09e:g:alEAAOSwF79d2FQG
"Dell Latitude D510 14"" Laptop ** FOR PARTS OR REPAIR ONLY!! **",Parts Only · Dell · 2 GB,$25.00,+$76.75 ,United States,,,,https://www.ebay.com/itm/224094630173?hash=item342d14b11d:g:ixUAAOSw5FxfHXf-
"DELL INSPIRON 1526 BLUE LAPTOP, 4GB Ram, No HDD FOR PARTS/REPAIR ONLY",Parts Only · Dell,$44.99,+$110.85 ,United States,,,,https://www.ebay.com/itm/203114977756?hash=item2f4a9899dc:g:GI4AAOSwEOhfbK2x
Dell Inspiron 1570 15.6 Inch Laptop For Parts Broken Hinge NO HDD/RAM/Charger JR,Parts Only · Dell,$40.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324796371422?hash=item4b9f5f51de:g:4HEAAOSwphthSIkP
Dell Inspiron 710m PP07S Intel Centrino AS IS Parts Repair Good Screen Laptop,Parts Only · Dell,$25.95,+$83.00 ,United States,4.5,,,https://www.ebay.com/itm/185075875593?epid=118330638&hash=item2b1761bf09:g:dp4AAOSwvhJh2IWG
"Dell Inspiron 11 300 series 11.6"" Laptop For Parts Cracked Screen NO HDD/RAM JR",Parts Only · Dell,$45.50,+$257.49 ,United States,Previous Price,,,https://www.ebay.com/itm/324941888290?hash=item4ba80bbb22:g:nV8AAOSwOlNhufrr
Dell Sports Magazine Brock & Yastrzemski & Freehan May 1968 021715r2,Pre-Owned,$11.24,+$29.99 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/331483539425?_trkparms=ispr%3D1&hash=item4d2df567e1:g:LJ8AAOSwe-FU5NKB&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSprd4IgPv6LBzlteBBg9Pe2M%252F8fzH2%252BF7cD92iAH1rCozf95byj4DrgMMIJImB%252FIIwwCOImP8nKiUtFiSgExn9oBM%252B9tvGRxJuj1uv5AxSfa%252BGeuwX%252F1l9aukX3%252FZwJydO%252FprmTjwzuDA05nQBAdrrRw%252BGfB3loZ%252BbWb%252BbGftoHWll5fi6TkhD8%252Fi7iqrG5TRQupOqkyzy9eKBNBw4G83O%252BVl0AzHDDjYgZDWJ%252Bn8hL%252Bney4DeZLqtIQ0idQeAmD3jijbQMFFfCodr%252FXepz08zk%252F2Qg1fve0EjtlRjhkgF5FWstcHEmj7cnT6%252BC%252BEPsdR7beUWUn9ymyer4pFzmUteN%252B5WvkUJKjVFc8DukGtMgJ7pGKAszFCv3An42aOmJKjgvXDGfcOyOlr%252FilOfgNbs7SsKuvnICw4Ys35wUbFNKdEvMoFmf%252B0BeOzl4WlbEFvzjUcrmbW3IKCMhI2U%252B7el7qfNx8Hb4Ju4hOFYXpp72Fg61iGL2ityHjutfBY6U8rI79ncdDMwgkMJocBhVNy2lE5uBBaQ9RVidcOP3Bhp2%252BE62q%252BsbPgiTpEdJ6%252FAtWTkUx1zYKNnDtKQR3AhRNB3KO%252FK0tXLEsBffNFJAPE8nnUY70MouoE3MS19AP6Uo9WcDMyaKscblFy63w%252Bf4pjuh8d6rnmFg5vHBVvki94TWQD3zuy%252Fl3ICuq%252BfX%252FqpTLeayQ1e3Nvnc%252FF8v3jBB9WBQGiPP2DTt8MuGvLFpnEwXXbSwCl6SurIU5BfbEY2UnEaAP1GWAHRDmuPgp3ESMlyg0qbWEJkKAcbF2eQCB6C6fMRWT3DN4PDhe4R%252F7R1dX8%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
Dell Inspiron 1318 Laptop For Parts/Repair Boots to BIOS NO HDD/Charger JR,Parts Only · Dell,$50.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324792226652?hash=item4b9f20135c:g:qfUAAOSwKethQ1fB
Dell Inspiron E1505 Laptop For Parts/Repair Boots to BIOS NO HDD/RAM/Charger JR,Parts Only · Dell,$40.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324793431603?hash=item4b9f327633:g:Z7IAAOSwqylhRKPq
Dell Latitude 3350 Laptop For Parts/Repair Missing Components NO Keyboard JR,Parts Only · Dell,$85.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324994206868?hash=item4bab2a0c94:g:v2YAAOSwIMZh4FTt
"Dell Studio 15.4"" Laptop For Parts/Repair Does not Power up Missing Component JR",Parts Only · Dell,$50.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324786401972?hash=item4b9ec732b4:g:vgMAAOSw0ElhPN-h
Dell PowerEdge R720 Server 2x E5-2680 2.70Ghz 16-Core 96GB 8x 3TB H710P Rails,Refurbished,$880.55,"+$1,064.51 ",United States,,,,https://www.ebay.com/itm/194736888374?hash=item2d57391a36:g:1aMAAOSwP7hh4YD9
Dell PowerEdge R730xd Server 2x E5-2623v3 3.00Ghz 8-Core 64GB H730 Rails,Refurbished,"$1,435.85","+$1,064.51 ",United States,,,,https://www.ebay.com/itm/194736888545?hash=item2d57391ae1:g:zR0AAOSw6jdh4YEK
Dell PowerEdge R720 Server 2x E5-2670 2.60Ghz 16-Core 192GB 8x 3TB H710P Rails,90-Day Warranty,$948.50,"+$1,064.51 ",United States,,,,https://www.ebay.com/itm/203791364362?hash=item2f72e9710a:g:fLgAAOSwNxNh4YDs
Dell PowerEdge R720 Server 2x E5-2680 2.70Ghz 16-Core 192GB 8x 3TB H710,Refurbished,$976.90,"+$1,064.51 ",United States,,,,https://www.ebay.com/itm/203791364430?hash=item2f72e9714e:g:iK8AAOSwnz9h4YDy
Dell PowerEdge R720 Server 2x E5-2690 2.90Ghz 16-Core 96GB 8x 3TB H710P Rails,Refurbished,$919.65,"+$1,064.51 ",United States,,,,https://www.ebay.com/itm/203791364518?hash=item2f72e971a6:g:sAoAAOSw2G5h4YEB
"Dell Latitude E5540 15.6"" Unknown Specs | NO RAM | NO HDD | DEAD| For Parts #G29",Parts Only · Dell,$99.00,+$95.86 ,United States,,,,https://www.ebay.com/itm/403015272804?hash=item5dd5950964:g:p9gAAOSwEeBg-0gI
Dell PowerEdge R730 Server E5-2697v4 2.30Ghz 18-Core 128GB 6x 600GB 15K 12G H730,Refurbished,"$1,555.25","+$1,064.51 ",United States,Previous Price,,,https://www.ebay.com/itm/194736941292?hash=item2d5739e8ec:g:7CcAAOSwkZhh4Yy7
Dell Vostro 1520 Laptop For Parts/Repair Does not power on NO HDD/RAM/Charger JR,Parts Only · Dell,$40.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324903212553?hash=item4ba5bd9609:g:NAcAAOSwXdphnkKZ
Dell Inspiron E1505 Laptop FOR Parts/Repair Does not BOOT NO HDD/RAM/Charger JR,Parts Only · Dell,$40.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324788765360?hash=item4b9eeb42b0:g:8PUAAOSwCQNhP6Pq
"The Language Of Fear by Del James, Dell Books 1st Edition Paperback, Feb 1995",Pre-Owned,$2.99,+$20.00 ,United States,Time left,0 bids,6d 3h left,https://www.ebay.com/itm/294725881899?hash=item449f08102b:g:oSkAAOSwJ1dh4ceR
Dell Toshiba 1.92TB 6Gb/s SATA MLC 2.5'' SSD V7HCN 0V7HCN THNSF81D92CSE,Refurbished,$449.99,+$57.00 ,United States,,,,https://www.ebay.com/itm/185257793360?hash=item2b22399750:g:jLYAAOSwR8Jh4tQB
"SolarFlare SFN7122F, Dell 0GVRR7, Dual Port 10GBE SFP+ Onload Server Adapter",Refurbished,$24.69,+$22.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/373716779249?epid=24049258494&hash=item57034180f1:g:2KwAAOSweKlhO68p
Dell Inspiron 5710 Laptop For Parts/Repair Doesnt Power ON NO HDD/RAM/Battery JR,Parts Only · Dell,$37.50,+$257.49 ,United States,Previous Price,,,https://www.ebay.com/itm/324815773629?hash=item4ba0875fbd:g:gLYAAOSwyeNhWzeV
Dell PowerEdge R730 Server 2.30Ghz 28-Core 96GB 8x 800GB SAS SSD 12G H730 Rails,Refurbished,"$2,547.28","+$1,064.51 ",United States,Previous Price,,,https://www.ebay.com/itm/203791398696?hash=item2f72e9f728:g:u4AAAOSwxbhh4Yy3
Dell Inspiron E1505 Laptop FOR Parts/Repair Does not BOOT NO HDD/RAM/Charger JR,Parts Only · Dell,$40.00,+$257.49 ,United States,,,,https://www.ebay.com/itm/324791016497?hash=item4b9f0d9c31:g:SgcAAOSwl7VhQiZM
192GB (12x16GB) DDR3 PC3-12800R ECC Reg Server Memory RAM Dell PowerEdge R710,Refurbished,$359.99,+$59.20 ,United States,,,,https://www.ebay.com/itm/185050227454?hash=item2b15da62fe:g:GscAAOSw3Y1hWyQc
Dell 5404 7404 5414 7414 7214 5424 5420 0160RP French Layout Backlit Keyboard,Refurbished,$27.99,+$57.20 ,United States,,,,https://www.ebay.com/itm/175028195785?hash=item28c07e51c9:g:pi0AAOSwMudbeA7W
